program_id,university_id,university_name,province,city,program_name,degree_level,field_category,duration_years,eligibility,fee_per_year,required_traits,apply_url
fest_00512,ist,Institute of Space Technology (IST),Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,431249,"Detail-oriented, Teamwork, Coding",https://www.ist.edu.pk/admissions
fest_00513,ist,Institute of Space Technology (IST),Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,431249,"Quantitative, Curious, Analytical",https://www.ist.edu.pk/admissions
fest_00514,ist,Institute of Space Technology (IST),Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,431249,"Innovative, Analytical, Math-friendly",https://www.ist.edu.pk/admissions
fest_00515,ist,Institute of Space Technology (IST),Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,431249,"Research-minded, Persistent, Coding",https://www.ist.edu.pk/admissions
fest_00516,ist,Institute of Space Technology (IST),Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,431249,"Research, Persistence, Innovation",https://www.ist.edu.pk/admissions
fest_00517,air,Air University,Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,322000,"Analytical, Logical, Problem-solver",https://au.edu.pk/admissions
fest_00518,air,Air University,Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,322000,"Detail-oriented, Teamwork, Coding",https://au.edu.pk/admissions
fest_00519,air,Air University,Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,322000,"Quantitative, Curious, Analytical",https://au.edu.pk/admissions
fest_00520,air,Air University,Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,322000,"Innovative, Analytical, Math-friendly",https://au.edu.pk/admissions
fest_00521,air,Air University,Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,322000,"Research-minded, Persistent, Coding",https://au.edu.pk/admissions
fest_00522,air,Air University,Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,322000,"Research, Persistence, Innovation",https://au.edu.pk/admissions
fest_00523,air,Air University,Islamabad Capital Territory,Islamabad,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,308000,"Leadership, Communication, Problem-solving",https://au.edu.pk/admissions
fest_00524,air,Air University,Islamabad Capital Territory,Islamabad,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,308000,"Quantitative, Detail-oriented, Integrity",https://au.edu.pk/admissions
fest_00525,air,Air University,Islamabad Capital Territory,Islamabad,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,308000,"Analytical, Quantitative, Research-minded",https://au.edu.pk/admissions
fest_00526,air,Air University,Islamabad Capital Territory,Islamabad,MBA,Masters,Business,2,16-year degree + test/interview.,308000,"Leadership, Strategy, Communication",https://au.edu.pk/admissions
fest_00527,air,Air University,Islamabad Capital Territory,Islamabad,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,308000,"Research, Strategy, Quantitative",https://au.edu.pk/admissions
fest_00528,air,Air University,Islamabad Capital Territory,Islamabad,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,308000,"Research, Persistence, Strategic",https://au.edu.pk/admissions
fest_00529,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,345000,"Analytical, Logical, Problem-solver",https://bahria.edu.pk/admissions
fest_00530,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,345000,"Detail-oriented, Teamwork, Coding",https://bahria.edu.pk/admissions
fest_00531,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,345000,"Quantitative, Curious, Analytical",https://bahria.edu.pk/admissions
fest_00532,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,345000,"Innovative, Analytical, Math-friendly",https://bahria.edu.pk/admissions
fest_00533,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,345000,"Research-minded, Persistent, Coding",https://bahria.edu.pk/admissions
fest_00534,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,345000,"Research, Persistence, Innovation",https://bahria.edu.pk/admissions
fest_00535,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,330000,"Leadership, Communication, Problem-solving",https://bahria.edu.pk/admissions
fest_00536,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,330000,"Quantitative, Detail-oriented, Integrity",https://bahria.edu.pk/admissions
fest_00537,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,330000,"Analytical, Quantitative, Research-minded",https://bahria.edu.pk/admissions
fest_00538,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,MBA,Masters,Business,2,16-year degree + test/interview.,330000,"Leadership, Strategy, Communication",https://bahria.edu.pk/admissions
fest_00539,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,330000,"Research, Strategy, Quantitative",https://bahria.edu.pk/admissions
fest_00540,bahria-isb,Bahria University Islamabad,Islamabad Capital Territory,Islamabad,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,330000,"Research, Persistence, Strategic",https://bahria.edu.pk/admissions
fest_00541,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,201249,"Quantitative, Practical, Problem-solving",https://islamabad.comsats.edu.pk/admissions
fest_00542,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,201249,"Hands-on, Analytical, Systems-thinking",https://islamabad.comsats.edu.pk/admissions
fest_00543,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,201249,"Detail-oriented, Field-ready, Analytical",https://islamabad.comsats.edu.pk/admissions
fest_00544,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,201249,"Logical, Coding, Teamwork",https://islamabad.comsats.edu.pk/admissions
fest_00545,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,201249,"Research, Analytical, Design",https://islamabad.comsats.edu.pk/admissions
fest_00546,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,201249,"Research, Innovation, Persistence",https://islamabad.comsats.edu.pk/admissions
fest_00547,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,201249,"Analytical, Logical, Problem-solver",https://islamabad.comsats.edu.pk/admissions
fest_00548,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,201249,"Detail-oriented, Teamwork, Coding",https://islamabad.comsats.edu.pk/admissions
fest_00549,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,201249,"Quantitative, Curious, Analytical",https://islamabad.comsats.edu.pk/admissions
fest_00550,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,201249,"Innovative, Analytical, Math-friendly",https://islamabad.comsats.edu.pk/admissions
fest_00551,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,201249,"Research-minded, Persistent, Coding",https://islamabad.comsats.edu.pk/admissions
fest_00552,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,201249,"Research, Persistence, Innovation",https://islamabad.comsats.edu.pk/admissions
fest_00553,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,192500,"Leadership, Communication, Problem-solving",https://islamabad.comsats.edu.pk/admissions
fest_00554,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,192500,"Quantitative, Detail-oriented, Integrity",https://islamabad.comsats.edu.pk/admissions
fest_00555,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,192500,"Analytical, Quantitative, Research-minded",https://islamabad.comsats.edu.pk/admissions
fest_00556,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,MBA,Masters,Business,2,16-year degree + test/interview.,192500,"Leadership, Strategy, Communication",https://islamabad.comsats.edu.pk/admissions
fest_00557,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,192500,"Research, Strategy, Quantitative",https://islamabad.comsats.edu.pk/admissions
fest_00558,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,192500,"Research, Persistence, Strategic",https://islamabad.comsats.edu.pk/admissions
fest_00559,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,368000,"Quantitative, Practical, Problem-solving",https://cust.edu.pk/admissions
fest_00560,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,368000,"Hands-on, Analytical, Systems-thinking",https://cust.edu.pk/admissions
fest_00561,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,368000,"Detail-oriented, Field-ready, Analytical",https://cust.edu.pk/admissions
fest_00562,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,368000,"Logical, Coding, Teamwork",https://cust.edu.pk/admissions
fest_00563,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,368000,"Research, Analytical, Design",https://cust.edu.pk/admissions
fest_00564,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,368000,"Research, Innovation, Persistence",https://cust.edu.pk/admissions
fest_00565,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,368000,"Analytical, Logical, Problem-solver",https://cust.edu.pk/admissions
fest_00566,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,368000,"Detail-oriented, Teamwork, Coding",https://cust.edu.pk/admissions
fest_00567,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,368000,"Quantitative, Curious, Analytical",https://cust.edu.pk/admissions
fest_00568,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,368000,"Innovative, Analytical, Math-friendly",https://cust.edu.pk/admissions
fest_00569,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,368000,"Research-minded, Persistent, Coding",https://cust.edu.pk/admissions
fest_00570,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,368000,"Research, Persistence, Innovation",https://cust.edu.pk/admissions
fest_00571,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,352000,"Leadership, Communication, Problem-solving",https://cust.edu.pk/admissions
fest_00572,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,352000,"Quantitative, Detail-oriented, Integrity",https://cust.edu.pk/admissions
fest_00573,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,352000,"Analytical, Quantitative, Research-minded",https://cust.edu.pk/admissions
fest_00574,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,MBA,Masters,Business,2,16-year degree + test/interview.,352000,"Leadership, Strategy, Communication",https://cust.edu.pk/admissions
fest_00575,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,352000,"Research, Strategy, Quantitative",https://cust.edu.pk/admissions
fest_00576,cust,Capital University of Science & Technology (CUST),Islamabad Capital Territory,Islamabad,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,352000,"Research, Persistence, Strategic",https://cust.edu.pk/admissions
fest_00577,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Quantitative, Practical, Problem-solving",https://nutech.edu.pk/admissions
fest_00578,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Hands-on, Analytical, Systems-thinking",https://nutech.edu.pk/admissions
fest_00579,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,287500,"Detail-oriented, Field-ready, Analytical",https://nutech.edu.pk/admissions
fest_00580,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,287500,"Logical, Coding, Teamwork",https://nutech.edu.pk/admissions
fest_00581,nutech,NUTECH,Islamabad Capital Territory,Islamabad,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,287500,"Research, Analytical, Design",https://nutech.edu.pk/admissions
fest_00582,nutech,NUTECH,Islamabad Capital Territory,Islamabad,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,287500,"Research, Innovation, Persistence",https://nutech.edu.pk/admissions
fest_00583,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Analytical, Logical, Problem-solver",https://nutech.edu.pk/admissions
fest_00584,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Detail-oriented, Teamwork, Coding",https://nutech.edu.pk/admissions
fest_00585,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Quantitative, Curious, Analytical",https://nutech.edu.pk/admissions
fest_00586,nutech,NUTECH,Islamabad Capital Territory,Islamabad,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Innovative, Analytical, Math-friendly",https://nutech.edu.pk/admissions
fest_00587,nutech,NUTECH,Islamabad Capital Territory,Islamabad,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,287500,"Research-minded, Persistent, Coding",https://nutech.edu.pk/admissions
fest_00588,nutech,NUTECH,Islamabad Capital Territory,Islamabad,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,287500,"Research, Persistence, Innovation",https://nutech.edu.pk/admissions
